gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__Geothrix_sp903857495--GB_GCA_903857495.1,s__Geothrix_sp903857495,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix,50,2610,398,260.0,3008,157849,99.99,95.0,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,86.77,13.23,8.64,0.152,3157.0,GB_GCA_903857495.1,True
s__Finegoldia_magna_H--RS_GCF_000010185.1,s__Finegoldia_magna_H,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia,14,1254,2117,1294.0,3371,25608,97.46,95.0,Bacteria,Bacillota_A,Clostridia,Tissierellales,Peptoniphilaceae,Finegoldia,37.2,62.8,38.39,1.688,1829.0,RS_GCF_000010185.1,True
s__RGIG7114_sp020860205--GB_GCA_020860205.1,s__RGIG7114_sp020860205,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RGIG7114,12,1116,3199,2337.0,4315,19889,98.02,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,RGIG7114,25.86,74.14,54.16,2.866,1657.0,GB_GCA_020860205.1,True
s__Paraclostridium_dentum--RS_GCF_012922555.1,s__Paraclostridium_dentum,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium,27,2226,5379,3287.0,7605,93622,97.37,96.2108,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Paraclostridium,29.27,70.73,43.22,2.416,3467.0,RS_GCF_012922555.1,True
s__UMGS1668_sp004556975--GB_GCA_004556975.1,s__UMGS1668_sp004556975,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1668,11,1130,2112,1593.0,3242,16710,98.01,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,UMGS1668,34.86,65.14,49.14,1.869,1519.0,GB_GCA_004556975.1,True
s__Ruminococcus_sp002438605--GB_GCA_002438605.1,s__Ruminococcus_sp002438605,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus,10,1268,2750,2014.0,4018,19144,98.57,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,31.56,68.44,50.12,2.169,1914.0,GB_GCA_002438605.1,True
s__UBA4285_sp900314255--GB_GCA_900314255.1,s__UBA4285_sp900314255,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA4285,13,1717,1070,618.0,2787,29164,99.01,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,UBA4285,61.61,38.39,22.17,0.623,2243.0,GB_GCA_900314255.1,True
s__CAG-791_sp900320325--GB_GCA_900320325.1,s__CAG-791_sp900320325,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791,43,1181,12400,7528.0,13581,90142,98.2,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-791,8.7,91.3,55.43,10.5,2096.0,GB_GCA_900320325.1,True
s__Butyribacter_sp003524945--RS_GCF_003478445.1,s__Butyribacter_sp003524945,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter,11,1753,3438,2486.0,5191,27772,98.48,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Butyribacter,33.77,66.23,47.89,1.961,2525.0,RS_GCF_003478445.1,True
s__RUG420_sp900317985--GB_GCA_900317985.1,s__RUG420_sp900317985,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420,40,1156,7545,4649.0,8701,71144,99.01,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG420,13.29,86.71,53.43,6.527,1779.0,GB_GCA_900317985.1,True
s__14-2_sp011960065--GB_GCA_910575555.1,s__14-2_sp011960065,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__14-2,10,2447,4308,2291.0,6755,49043,99.36,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,14-2,36.23,63.77,33.92,1.761,4904.0,GB_GCA_910575555.1,True
s__UBA4839_sp002400085--GB_GCA_002400085.1,s__UBA4839_sp002400085,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__UBA4839,15,1065,3614,1898.0,4679,30112,99.41,95.0,Bacteria,Bacillota_A,Clostridia,Clostridiales,Caloramatoraceae,UBA4839,22.76,77.24,40.56,3.393,2007.0,GB_GCA_002400085.1,True
s__Clostridium_Q_saccharolyticum_A--RS_GCF_020736365.1,s__Clostridium_Q_saccharolyticum_A,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,14,1821,3873,2292.0,5694,41633,98.99,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,31.98,68.02,40.25,2.127,2974.0,RS_GCF_020736365.1,True
s__Gemmiger_qucibialis--GB_GCA_004000625.1,s__Gemmiger_qucibialis,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger,88,1513,12183,8011.0,13696,189912,98.39,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Gemmiger,11.05,88.95,58.49,8.052,2158.0,GB_GCA_004000625.1,True
s__Coprococcus_sp000154245--GB_GCA_020735665.1,s__Coprococcus_sp000154245,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus,11,1595,2580,1661.0,4175,25430,98.78,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,38.2,61.8,39.78,1.618,2312.0,GB_GCA_020735665.1,True
s__Vescimonas_sp900545585--GB_GCA_900545585.1,s__Vescimonas_sp900545585,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas,11,1272,3983,2935.0,5255,23061,97.95,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,24.21,75.79,55.85,3.131,2096.0,GB_GCA_900545585.1,True
s__Mogibacterium_diversum--RS_GCF_002998925.1,s__Mogibacterium_diversum,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium,15,1089,3943,3054.0,5032,22477,97.3,95.0,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Mogibacterium,21.64,78.36,60.69,3.621,1498.0,RS_GCF_002998925.1,True
s__RUG306_sp900316075--GB_GCA_900316075.1,s__RUG306_sp900316075,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG306,14,1329,3596,2412.0,4925,29431,99.08,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,RUG306,26.98,73.02,48.97,2.706,2102.0,GB_GCA_900316075.1,True
s__Clostridium_Q_fessum--RS_GCF_003024715.1,s__Clostridium_Q_fessum,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,49,1558,10127,6566.0,11685,119269,98.03,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,13.33,86.67,56.19,6.5,2434.0,RS_GCF_003024715.1,True
s__Lachnospira_sp000437735--RS_GCF_020564355.1,s__Lachnospira_sp000437735,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,18,1727,4041,2762.0,5768,43678,98.71,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,29.94,70.06,47.88,2.34,2427.0,RS_GCF_020564355.1,True
s__Anaerobutyricum_hallii--RS_GCF_000173975.1,s__Anaerobutyricum_hallii,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum,32,1746,13470,8938.0,15216,99056,98.47,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,11.47,88.53,58.74,7.715,3096.0,RS_GCF_000173975.1,True
s__Anaerostipes_caccae--RS_GCF_014467075.1,s__Anaerostipes_caccae,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes,29,2071,3306,2100.0,5377,94296,98.66,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,38.52,61.48,39.06,1.596,3252.0,RS_GCF_014467075.1,True
s__CAG-964_sp900316615--GB_GCA_900316615.1,s__CAG-964_sp900316615,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-964,11,998,3889,2725.0,4887,18405,99.04,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-964,20.42,79.58,55.76,3.897,1673.0,GB_GCA_900316615.1,True
s__CAG-791_sp900101015--RS_GCF_900101015.1,s__CAG-791_sp900101015,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791,35,1311,13748,9329.0,15059,85950,98.38,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,CAG-791,8.71,91.29,61.95,10.487,2456.0,RS_GCF_900101015.1,True
s__SFDB01_sp004558825--GB_GCA_004558825.1,s__SFDB01_sp004558825,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFDB01,21,1192,3505,2732.0,4697,31142,98.83,95.0,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-138,SFDB01,25.38,74.62,58.16,2.94,1483.0,GB_GCA_004558825.1,True
s__Caproicibacterium_lactatifermentans--RS_GCF_013315815.1,s__Caproicibacterium_lactatifermentans,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caproicibacterium,26,1126,1196,470.0,2322,39816,99.87,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Caproicibacterium,48.49,51.51,20.24,1.062,1531.0,RS_GCF_013315815.1,True
s__Dysosmobacter_sp009774015--GB_GCA_910574635.1,s__Dysosmobacter_sp009774015,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter,10,1492,6850,4505.0,8342,29656,97.48,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Dysosmobacter,17.89,82.11,54.0,4.591,2966.0,GB_GCA_910574635.1,True
s__CAG-841_sp900544285--GB_GCA_900544285.1,s__CAG-841_sp900544285,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-841,10,1269,1445,873.0,2714,17169,98.56,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,CAG-841,46.76,53.24,32.17,1.139,1717.0,GB_GCA_900544285.1,True
s__Vescimonas_sp003487665--GB_GCA_003487665.1,s__Vescimonas_sp003487665,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas,18,1185,4559,3270.0,5744,32289,97.44,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,20.63,79.37,56.93,3.847,1794.0,GB_GCA_003487665.1,True
s__Ruminococcus_E_sp900315085--GB_GCA_900315085.1,s__Ruminococcus_E_sp900315085,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E,10,1126,4689,3574.0,5815,20134,98.46,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Ruminococcus_E,19.36,80.64,61.46,4.164,2013.0,GB_GCA_900315085.1,True
s__Eisenbergiella_porci--RS_GCF_009696275.1,s__Eisenbergiella_porci,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella,14,2402,9383,5426.0,11785,79025,97.48,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,20.38,79.62,46.04,3.906,5645.0,RS_GCF_009696275.1,True
s__ER4_sp003522105--GB_GCA_003522105.1,s__ER4_sp003522105,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4,14,1268,3612,2774.0,4880,25543,97.41,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,ER4,25.98,74.02,56.84,2.849,1824.0,GB_GCA_003522105.1,True
s__RUG420_sp900317085--GB_GCA_900317085.1,s__RUG420_sp900317085,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420,41,1201,6925,4291.0,8126,74388,98.92,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,RUG420,14.78,85.22,52.81,5.766,1814.0,GB_GCA_900317085.1,True
s__Sellimonas_intestinalis--RS_GCF_001280875.1,s__Sellimonas_intestinalis,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas,24,1995,3199,1871.0,5194,74411,99.41,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,38.41,61.59,36.02,1.604,3100.0,RS_GCF_001280875.1,True
s__CAG-273_sp000438355--GB_GCA_000438355.1,s__CAG-273_sp000438355,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273,12,1160,1160,974.0,2320,15776,98.54,95.0,Bacteria,Bacillota_A,Clostridia,TANB77,CAG-508,CAG-273,50.0,50.0,41.98,1.0,1315.0,GB_GCA_000438355.1,True
s__Vescimonas_coprocola--RS_GCF_018408575.1,s__Vescimonas_coprocola,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas,30,1273,4154,2777.0,5427,52421,97.44,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Vescimonas,23.46,76.54,51.17,3.263,1747.0,RS_GCF_018408575.1,True
s__Faecalimonas_umbilicata--RS_GCF_004346095.1,s__Faecalimonas_umbilicata,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas,23,1595,5399,2771.0,6994,62528,98.25,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Faecalimonas,22.81,77.19,39.62,3.385,2719.0,RS_GCF_004346095.1,True
s__Eubacterium_R_sp000434995--GB_GCA_000434995.1,s__Eubacterium_R_sp000434995,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R,13,1252,2095,1486.0,3347,21215,98.5,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,Eubacterium_R,37.41,62.59,44.4,1.673,1632.0,GB_GCA_000434995.1,True
s__Evtepia_sp004556345--GB_GCA_004556345.1,s__Evtepia_sp004556345,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia,13,1275,3418,2448.0,4693,25653,98.08,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Evtepia,27.17,72.83,52.16,2.681,1973.0,GB_GCA_004556345.1,True
s__PeH17_sp000435055--GB_GCA_000435055.1,s__PeH17_sp000435055,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17,51,1312,8423,5869.0,9735,88026,98.33,95.0,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-138,PeH17,13.48,86.52,60.29,6.42,1726.0,GB_GCA_000435055.1,True
s__Clostridium_botulinum_A--RS_GCF_000827935.1,s__Clostridium_botulinum_A,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium,57,2186,8045,4318.0,10231,198392,99.12,95.0,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,21.37,78.63,42.21,3.68,3481.0,RS_GCF_000827935.1,True
s__CAG-177_sp003514385--GB_GCA_003514385.1,s__CAG-177_sp003514385,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177,56,1422,9009,6617.0,10431,109789,96.37,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Acutalibacteraceae,CAG-177,13.63,86.37,63.44,6.335,1961.0,GB_GCA_003514385.1,True
s__Hornefia_butyriciproducens--RS_GCF_009695915.1,s__Hornefia_butyriciproducens,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Hornefia,15,1322,5194,3814.0,6516,31473,98.3,95.0,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,Hornefia,20.29,79.71,58.53,3.929,2098.0,RS_GCF_009695915.1,True
s__Ruminococcus_C_callidus--RS_GCF_000468015.1,s__Ruminococcus_C_callidus,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C,27,1571,5603,3876.0,7174,62887,98.18,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus_C,21.9,78.1,54.03,3.567,2329.0,RS_GCF_000468015.1,True
s__Clostridium_Q_sp000435655--GB_GCA_018223375.1,s__Clostridium_Q_sp000435655,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q,12,1642,4522,3345.0,6164,31071,98.02,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Clostridium_Q,26.64,73.36,54.27,2.754,2589.0,GB_GCA_018223375.1,True
s__Schaedlerella_glycyrrhizinilytica_A--RS_GCF_015560805.1,s__Schaedlerella_glycyrrhizinilytica_A,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella,11,1755,3848,2666.0,5603,31728,98.31,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Schaedlerella,31.32,68.68,47.58,2.193,2884.0,RS_GCF_015560805.1,True
s__CAG-272_sp000433515--GB_GCA_000433515.1,s__CAG-272_sp000433515,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__CAG-272,11,1413,2677,1871.0,4090,23097,98.24,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,CAG-272,CAG-272,34.55,65.45,45.75,1.895,2100.0,GB_GCA_000433515.1,True
s__Intestinimonas_butyriciproducens--RS_GCF_004154955.1,s__Intestinimonas_butyriciproducens,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas,21,1909,5376,3080.0,7285,66028,98.8,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,26.2,73.8,42.28,2.816,3144.0,RS_GCF_004154955.1,True
s__Ventricola_sp900542395--GB_GCA_900542395.1,s__Ventricola_sp900542395,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola,12,1532,3328,2366.0,4860,26924,97.07,95.0,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,31.52,68.48,48.68,2.172,2244.0,GB_GCA_900542395.1,True
s__Porcincola_intestinalis--RS_GCF_009696445.1,s__Porcincola_intestinalis,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Porcincola,10,1331,4677,3435.0,6008,23106,97.28,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Porcincola,22.15,77.85,57.17,3.514,2311.0,RS_GCF_009696445.1,True
s__CAG-1138_sp000434675--GB_GCA_000434675.1,s__CAG-1138_sp000434675,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-1138,13,1014,2044,1630.0,3058,16983,97.84,95.0,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-917,CAG-1138,33.16,66.84,53.3,2.016,1306.0,GB_GCA_000434675.1,True
s__Clostridium_AD_estertheticum--RS_GCF_001877035.1,s__Clostridium_AD_estertheticum,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AD,21,2381,7772,3833.0,10153,99515,96.96,95.0,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_AD,23.45,76.55,37.75,3.264,4739.0,RS_GCF_001877035.1,True
s__Clostridium_F_sporogenes--RS_GCF_001020205.1,s__Clostridium_F_sporogenes,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F,85,2492,6435,3414.0,8927,328952,99.24,95.0,Bacteria,Bacillota_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium_F,27.92,72.08,38.24,2.582,3870.0,RS_GCF_001020205.1,True
s__Ventricola_sp900542445--GB_GCA_900542445.1,s__Ventricola_sp900542445,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola,16,1609,5090,3649.0,6699,40188,98.55,95.0,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-74,Ventricola,24.02,75.98,54.47,3.163,2512.0,GB_GCA_900542445.1,True
s__Butyrivibrio_A_sp000431815--GB_GCA_000431815.1,s__Butyrivibrio_A_sp000431815,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio_A,10,1531,2801,2138.0,4332,22228,98.14,95.0,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio_A,35.34,64.66,49.35,1.83,2223.0,GB_GCA_000431815.1,True
s__Butyricicoccus_A_intestinisimiae--RS_GCF_018918345.1,s__Butyricicoccus_A_intestinisimiae,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus_A,10,1502,3064,2376.0,4566,22202,97.65,95.0,Bacteria,Bacillota_A,Clostridia,Oscillospirales,Butyricicoccaceae,Butyricicoccus_A,32.9,67.1,52.04,2.04,2220.0,RS_GCF_018918345.1,True
s__RUG11894_sp017412505--GB_GCA_017412505.1,s__RUG11894_sp017412505,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__RUG11894,10,1122,4253,3152.0,5375,19929,96.89,95.0,Bacteria,Bacillota_A,Clostridia,Peptostreptococcales,Anaerovoracaceae,RUG11894,20.87,79.13,58.64,3.791,1993.0,GB_GCA_017412505.1,True
s__Lachnospira_eligens_A--RS_GCF_009680455.1,s__Lachnospira_eligens_A,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira,55,1779,10624,6562.0,12403,143246,98.08,95.6336,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospira,14.34,85.66,52.91,5.972,2604.0,RS_GCF_009680455.1,True
s__CAG-1024_sp000432015--GB_GCA_000432015.1,s__CAG-1024_sp000432015,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__CAG-1024,23,1314,4630,3492.0,5944,42962,98.69,95.0,Bacteria,Bacillota_A,Clostridia,Christensenellales,CAG-138,CAG-1024,22.11,77.89,58.75,3.524,1868.0,GB_GCA_000432015.1,True
s__Moorella_thermoacetica--RS_GCF_001267405.1,s__Moorella_thermoacetica,d__Bacteria;p__Bacillota_B;c__Moorellia;o__Moorellales;f__Moorellaceae;g__Moorella,15,1784,2182,860.0,3966,40449,99.17,95.0,Bacteria,Bacillota_B,Moorellia,Moorellales,Moorellaceae,Moorella,44.98,55.02,21.68,1.223,2697.0,RS_GCF_001267405.1,True
s__Phascolarctobacterium_A_succinatutens--RS_GCF_000188175.1,s__Phascolarctobacterium_A_succinatutens,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A,31,1420,5951,4148.0,7371,62680,97.06,95.0,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium_A,19.26,80.74,56.27,4.191,2022.0,RS_GCF_000188175.1,True
s__Megasphaera_sp001546855--RS_GCF_001546855.1,s__Megasphaera_sp001546855,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera,20,1744,996,781.0,2740,44521,99.96,95.0,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Megasphaeraceae,Megasphaera,63.65,36.35,28.5,0.571,2226.0,RS_GCF_001546855.1,True
s__Dialister_invisus--RS_GCF_000160055.1,s__Dialister_invisus,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister,31,1240,7212,5741.0,8452,50809,97.69,95.0,Bacteria,Bacillota_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,14.67,85.33,67.92,5.816,1639.0,RS_GCF_000160055.1,True
s__Mitsuokella_multacida--RS_GCF_000155955.1,s__Mitsuokella_multacida,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Mitsuokella,11,1424,2381,1540.0,3805,24023,97.0,95.0,Bacteria,Bacillota_C,Negativicutes,Selenomonadales,Selenomonadaceae,Mitsuokella,37.42,62.58,40.47,1.672,2184.0,RS_GCF_000155955.1,True
s__Phascolarctobacterium_faecium--RS_GCF_003269275.1,s__Phascolarctobacterium_faecium,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium,81,1575,7675,5393.0,9250,175162,98.74,95.0,Bacteria,Bacillota_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,17.03,82.97,58.3,4.873,2162.0,RS_GCF_003269275.1,True
s__Halanaerobium_congolense--RS_GCF_004366375.1,s__Halanaerobium_congolense,d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium,19,1642,3537,1822.0,5179,50128,97.8,95.0,Bacteria,Bacillota_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,31.7,68.3,35.18,2.154,2638.0,RS_GCF_004366375.1,True
