gtdb_species_clade_id,GTDB_species,GTDB_taxonomy,no_genomes,no_core,no_accessory,no_singletons,no_gene_clusters,no_CDSes,mean_intra_species_ANI,ANI_circumscription_radius,domain,phylum,class,order,family,genus,pct_core,pct_accessory,pct_singletons,openness,avg_genes_per_genome,rep_genome,in_tree
s__UBA4572_sp002387725--GB_GCA_002387725.1,s__UBA4572_sp002387725,d__Bacteria;p__Nitrospirota_A;c__Leptospirillia;o__Leptospirillales;f__Leptospirillaceae;g__UBA4572,10,985,3878,2543.0,4863,17746,99.21,95.0,Bacteria,Nitrospirota_A,Leptospirillia,Leptospirillales,Leptospirillaceae,UBA4572,20.25,79.75,52.29,3.937,1775.0,GB_GCA_002387725.1,True
s__OLB16_sp001567115--GB_GCA_001567115.1,s__OLB16_sp001567115,d__Bacteria;p__OLB16;c__OLB16;o__OLB16;f__OLB16;g__OLB16,10,2243,5368,4277.0,7611,34504,98.95,95.0,Bacteria,OLB16,OLB16,OLB16,OLB16,OLB16,29.47,70.53,56.19,2.393,3450.0,GB_GCA_001567115.1,True
s__UBA12049_sp001784155--GB_GCA_001784155.1,s__UBA12049_sp001784155,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__UBA12049,10,744,499,329.0,1243,8955,99.91,95.0,Bacteria,Patescibacteria,Microgenomatia,Levybacterales,UBA12049,UBA12049,59.86,40.14,26.47,0.671,896.0,GB_GCA_001784155.1,True
s__UBA10092_sp003455995--GB_GCA_003455995.1,s__UBA10092_sp003455995,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA10092;f__UBA10092;g__UBA10092,12,561,363,309.0,924,7458,99.89,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA10092,UBA10092,UBA10092,60.71,39.29,33.44,0.647,622.0,GB_GCA_003455995.1,True
s__UBA12108_sp001002415--GB_GCA_001002415.1,s__UBA12108_sp001002415,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA12108;g__UBA12108,11,558,1093,747.0,1651,8501,99.74,95.0,Bacteria,Patescibacteria,Microgenomatia,UBA1400,UBA12108,UBA12108,33.8,66.2,45.25,1.959,773.0,GB_GCA_001002415.1,True
s__C7867-006_sp001824295--GB_GCA_001824295.1,s__C7867-006_sp001824295,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__Zambryskibacteraceae;g__C7867-006,12,673,603,447.0,1276,9601,99.94,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,Zambryskibacteraceae,C7867-006,52.74,47.26,35.03,0.896,800.0,GB_GCA_001824295.1,True
s__C7867-002_sp903870315--GB_GCA_903870315.1,s__C7867-002_sp903870315,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__PALSA-1337;g__C7867-002,16,558,819,624.0,1377,10768,99.95,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,PALSA-1337,C7867-002,40.52,59.48,45.32,1.468,673.0,GB_GCA_903870315.1,True
s__UBA9973_sp001785445--GB_GCA_001785445.1,s__UBA9973_sp001785445,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__UBA9973,15,664,610,511.0,1274,11095,99.96,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA9973,UBA9973,52.12,47.88,40.11,0.919,740.0,GB_GCA_001785445.1,True
s__UBA1539_sp002788135--GB_GCA_002788135.1,s__UBA1539_sp002788135,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA1539;g__UBA1539,10,727,517,287.0,1244,8748,99.94,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA1539,UBA1539,58.44,41.56,23.07,0.711,875.0,GB_GCA_002788135.1,True
s__UBA10103_sp943356775--GB_GCA_943356775.1,s__UBA10103_sp943356775,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2100;g__UBA10103,10,606,789,396.0,1395,8083,99.29,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,UBA10103,43.44,56.56,28.39,1.302,808.0,GB_GCA_943356775.1,True
s__UBA11703_sp001822075--GB_GCA_001822075.1,s__UBA11703_sp001822075,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Paceibacterales;f__Staskawiczbacteraceae;g__UBA11703,13,717,260,200.0,977,10249,99.98,95.0,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,Staskawiczbacteraceae,UBA11703,73.39,26.61,20.47,0.363,788.0,GB_GCA_001822075.1,True
s__CAIPMZ01_sp903861715--GB_GCA_903861715.1,s__CAIPMZ01_sp903861715,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GWC2-37-73;g__CAIPMZ01,25,764,2647,1472.0,3411,32074,97.86,95.0,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,GWC2-37-73,CAIPMZ01,22.4,77.6,43.15,3.465,1283.0,GB_GCA_903861715.1,True
s__GWC1-49-16_sp001029675--GB_GCA_001029675.1,s__GWC1-49-16_sp001029675,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__CG1-02-47-37;g__GWC1-49-16,17,955,1032,810.0,1987,19037,99.96,95.0,Bacteria,Patescibacteria,Microgenomatia,UBA1400,CG1-02-47-37,GWC1-49-16,48.06,51.94,40.76,1.081,1120.0,GB_GCA_001029675.1,True
s__Bog-1340_sp903823865--GB_GCA_903823865.1,s__Bog-1340_sp903823865,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GWA1-40-21;g__Bog-1340,12,606,575,487.0,1181,8304,99.9,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,Bog-1340,51.31,48.69,41.24,0.949,692.0,GB_GCA_903823865.1,True
s__CAILDB01_sp903832855--GB_GCA_903832855.1,s__CAILDB01_sp903832855,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GWA1-40-21;g__CAILDB01,17,678,546,424.0,1224,13307,99.98,95.0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,GWA1-40-21,CAILDB01,55.39,44.61,34.64,0.805,783.0,GB_GCA_903832855.1,True
s__CAIQIQ01_sp903871935--GB_GCA_903871935.1,s__CAIQIQ01_sp903871935,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__CAIQIQ01,14,3839,5078,3744.0,8917,76474,99.93,95.0,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,CAIQIQ01,43.05,56.95,41.99,1.323,5462.0,GB_GCA_903871935.1,True
s__Brocadia_sapporoensis--RS_GCF_001753675.2,s__Brocadia_sapporoensis,d__Bacteria;p__Planctomycetota;c__Brocadiia;o__Brocadiales;f__Brocadiaceae;g__Brocadia,12,1921,2817,1484.0,4738,33832,97.87,95.0,Bacteria,Planctomycetota,Brocadiia,Brocadiales,Brocadiaceae,Brocadia,40.54,59.46,31.32,1.466,2819.0,RS_GCF_001753675.2,True
s__UBA969_sp003671255--GB_GCA_003671255.1,s__UBA969_sp003671255,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__UBA969,18,1457,10283,6683.0,11740,53659,97.96,95.0,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,UBA969,12.41,87.59,56.93,7.058,2981.0,GB_GCA_003671255.1,True
s__Komagataeibacter_oboediens--RS_GCF_003207815.1,s__Komagataeibacter_oboediens,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Komagataeibacter,10,2016,3123,1652.0,5139,34842,98.61,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Komagataeibacter,39.23,60.77,32.15,1.549,3484.0,RS_GCF_003207815.1,True
s__Mesorhizobium_sp004791165--RS_GCF_004791165.1,s__Mesorhizobium_sp004791165,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium,25,3910,17583,13186.0,21493,173700,98.35,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,18.19,81.81,61.35,4.497,6948.0,RS_GCF_004791165.1,True
s__Gilliamella_apicola--RS_GCF_000599985.1,s__Gilliamella_apicola,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Gilliamella,21,1903,2185,927.0,4088,58246,98.05,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Gilliamella,46.55,53.45,22.68,1.148,2774.0,RS_GCF_000599985.1,True
s__UBA2804_sp900319705--GB_GCA_900319705.1,s__UBA2804_sp900319705,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__UBA2804,11,1391,3908,2786.0,5299,23451,98.72,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Succinivibrionaceae,UBA2804,26.25,73.75,52.58,2.809,2132.0,GB_GCA_900319705.1,True
s__Acidithiobacillus_A_caldus--RS_GCF_000175575.2,s__Acidithiobacillus_A_caldus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus_A,19,1687,5436,2804.0,7123,55255,99.15,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus_A,23.68,76.32,39.37,3.222,2908.0,RS_GCF_000175575.2,True
s__Photobacterium_kishitanii--RS_GCF_003026355.1,s__Photobacterium_kishitanii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Photobacterium,24,3062,5267,2919.0,8329,107985,98.67,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Photobacterium,36.76,63.24,35.05,1.72,4499.0,RS_GCF_003026355.1,True
s__BACL14_sp010023085--GB_GCA_024919215.1,s__BACL14_sp010023085,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14,10,1036,2124,1689.0,3160,13990,98.28,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Methylophilaceae,BACL14,32.78,67.22,53.45,2.05,1399.0,GB_GCA_024919215.1,True
s__Acinetobacter_bereziniae--RS_GCF_000368925.1,s__Acinetobacter_bereziniae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,61,2739,11605,6112.0,14344,268172,98.29,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,19.1,80.9,42.61,4.237,4396.0,RS_GCF_000368925.1,True
s__Pseudomonas_E_kribbensis--RS_GCF_003352185.1,s__Pseudomonas_E_kribbensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,13,3770,1976,914.0,5746,74502,96.15,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,65.61,34.39,15.91,0.524,5731.0,RS_GCF_003352185.1,True
s__Acidovorax_sp018828125--GB_GCA_018828125.1,s__Acidovorax_sp018828125,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax,11,3199,3177,1971.0,6376,52116,99.5,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Acidovorax,50.17,49.83,30.91,0.993,4738.0,GB_GCA_018828125.1,True
s__UBA3064_sp002359635--GB_GCA_002359635.1,s__UBA3064_sp002359635,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA3064,24,1822,11202,7587.0,13024,75877,99.69,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A,UBA3064,13.99,86.01,58.25,6.148,3162.0,GB_GCA_002359635.1,True
s__Ehrlichia_ruminantium--RS_GCF_000026005.1,s__Ehrlichia_ruminantium,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Anaplasmataceae;g__Ehrlichia,23,803,1012,643.0,1815,22789,98.16,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,44.24,55.76,35.43,1.26,991.0,RS_GCF_000026005.1,True
s__Pseudomonas_E_fluorescens_AA--RS_GCF_001307275.1,s__Pseudomonas_E_fluorescens_AA,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,17,3392,4357,1517.0,7749,100188,97.05,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,43.77,56.23,19.58,1.284,5893.0,RS_GCF_001307275.1,True
s__CAIYLH01_sp903908265--GB_GCA_903908265.1,s__CAIYLH01_sp903908265,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__CAIYLH01,35,2136,8024,5385.0,10160,108956,99.59,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,CAIYLH01,21.02,78.98,53.0,3.757,3113.0,GB_GCA_903908265.1,True
s__Erwinia_amylovora--RS_GCF_017161565.1,s__Erwinia_amylovora,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Erwinia,231,2756,9785,7118.0,12541,806258,99.83,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,21.98,78.02,56.76,3.55,3490.0,RS_GCF_017161565.1,True
s__Fonsibacter_sp903869725--GB_GCA_903869725.1,s__Fonsibacter_sp903869725,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter,20,824,2535,1622.0,3359,22872,99.67,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Fonsibacter,24.53,75.47,48.29,3.076,1144.0,GB_GCA_903869725.1,True
s__Dickeya_solani--RS_GCF_001644705.1,s__Dickeya_solani,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Dickeya,38,3141,1968,1250.0,5109,159272,99.92,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Dickeya,61.48,38.52,24.47,0.627,4191.0,RS_GCF_001644705.1,True
s__Rhizobium_sp017948245--RS_GCF_017948245.1,s__Rhizobium_sp017948245,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,19,3944,2602,1219.0,6546,118452,99.63,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,60.25,39.75,18.62,0.66,6234.0,RS_GCF_017948245.1,True
s__Rodentibacter_pneumotropicus--RS_GCF_000379905.1,s__Rodentibacter_pneumotropicus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Rodentibacter,18,1536,2370,992.0,3906,40235,98.85,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Rodentibacter,39.32,60.68,25.4,1.543,2235.0,RS_GCF_000379905.1,True
s__Francisella_philomiragia--RS_GCF_000156715.1,s__Francisella_philomiragia,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Francisellales;f__Francisellaceae;g__Francisella,47,1443,2031,693.0,3474,91635,97.81,95.0282,Bacteria,Pseudomonadota,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,41.54,58.46,19.95,1.407,1950.0,RS_GCF_000156715.1,True
s__Escherichia_fergusonii--RS_GCF_000026225.1,s__Escherichia_fergusonii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia,136,2875,12917,6314.0,15792,618750,98.8,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,18.21,81.79,39.98,4.493,4550.0,RS_GCF_000026225.1,True
s__Halopseudomonas_pachastrellae--RS_GCF_900114765.1,s__Halopseudomonas_pachastrellae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas,18,2360,5305,3198.0,7665,62906,96.14,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Halopseudomonas,30.79,69.21,41.72,2.248,3495.0,RS_GCF_900114765.1,True
s__Burkholderia_sp001522585--RS_GCF_001522585.2,s__Burkholderia_sp001522585,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,18,3521,6563,3450.0,10084,119958,96.44,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,34.92,65.08,34.21,1.864,6664.0,RS_GCF_001522585.2,True
s__Rhizobium_ruizarguesonis--RS_GCF_012349115.1,s__Rhizobium_ruizarguesonis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium,25,4019,7898,4326.0,11917,183897,98.02,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,33.72,66.28,36.3,1.965,7356.0,RS_GCF_012349115.1,True
s__Ralstonia_solanacearum--RS_GCF_002251695.1,s__Ralstonia_solanacearum,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia,141,3191,15513,8296.0,18704,670283,96.27,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,17.06,82.94,44.35,4.861,4754.0,RS_GCF_002251695.1,True
s__UBA5518_sp002396625--GB_GCA_016705365.1,s__UBA5518_sp002396625,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__UBA5518,14,2538,5956,4566.0,8494,56463,99.76,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,UBA5518,UBA5518,29.88,70.12,53.76,2.347,4033.0,GB_GCA_016705365.1,True
s__Xanthomonas_oryzae--RS_GCF_004136375.1,s__Xanthomonas_oryzae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas,396,3037,19682,7538.0,22719,1788265,99.16,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,13.37,86.63,33.18,6.481,4516.0,RS_GCF_004136375.1,True
s__Pseudomonas_E_avellanae--RS_GCF_000444135.1,s__Pseudomonas_E_avellanae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,319,3320,43563,22966.0,46883,1841471,96.76,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,7.08,92.92,48.99,13.121,5773.0,RS_GCF_000444135.1,True
s__Halomonas_alkaliphila--RS_GCF_016107625.1,s__Halomonas_alkaliphila,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas,15,2329,4732,2596.0,7061,57260,96.71,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,32.98,67.02,36.77,2.032,3817.0,RS_GCF_016107625.1,True
s__Xylella_fastidiosa--RS_GCF_011801475.1,s__Xylella_fastidiosa,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xylella,140,1606,12206,7372.0,13812,356281,98.43,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xylella,11.63,88.37,53.37,7.6,2545.0,RS_GCF_011801475.1,True
s__Pseudomonas_E_shirazensis--RS_GCF_014268785.2,s__Pseudomonas_E_shirazensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,12,3024,4490,3279.0,7514,57403,97.6,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,40.24,59.76,43.64,1.485,4784.0,RS_GCF_014268785.2,True
s__Fonsibacter_ubiquis--RS_GCF_002688585.1,s__Fonsibacter_ubiquis,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Fonsibacter,24,461,5073,2954.0,5534,24292,97.79,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,Fonsibacter,8.33,91.67,53.38,11.004,1012.0,RS_GCF_002688585.1,True
s__Yersinia_mollaretii--RS_GCF_013282725.1,s__Yersinia_mollaretii,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia,23,2719,4136,2111.0,6855,94900,96.95,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yersinia,39.66,60.34,30.8,1.521,4126.0,RS_GCF_013282725.1,True
s__Pasteurella_canis--RS_GCF_900454865.1,s__Pasteurella_canis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Pasteurellaceae;g__Pasteurella,10,1626,1452,1066.0,3078,20947,98.78,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Pasteurellaceae,Pasteurella,52.83,47.17,34.63,0.893,2095.0,RS_GCF_900454865.1,True
s__GCA-2731375_sp018660265--GB_GCA_018660265.1,s__GCA-2731375_sp018660265,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__GCA-2731375,11,3054,5088,3943.0,8142,55733,99.92,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,GCA-2731375,GCA-2731375,GCA-2731375,37.51,62.49,48.43,1.666,5067.0,GB_GCA_018660265.1,True
s__Enterobacter_asburiae--RS_GCF_001521715.1,s__Enterobacter_asburiae,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter,32,2938,6375,3170.0,9313,144699,98.46,96.8818,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,31.55,68.45,34.04,2.17,4522.0,RS_GCF_001521715.1,True
s__Vibrio_mimicus--RS_GCF_000338875.1,s__Vibrio_mimicus,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio,26,2761,5925,4001.0,8686,102438,97.59,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Vibrionaceae,Vibrio,31.79,68.21,46.06,2.146,3940.0,RS_GCF_000338875.1,True
s__Xanthomonas_arboricola--RS_GCF_001013475.1,s__Xanthomonas_arboricola,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas,124,2852,11860,6271.0,14712,517348,97.02,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,19.39,80.61,42.63,4.158,4172.0,RS_GCF_001013475.1,True
s__Pseudomonas_E_atacamensis--RS_GCF_004801935.1,s__Pseudomonas_E_atacamensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E,31,3576,8244,6186.0,11820,169948,97.18,96.1352,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,30.25,69.75,52.34,2.305,5482.0,RS_GCF_004801935.1,True
s__Stutzerimonas_degradans--RS_GCF_024448505.1,s__Stutzerimonas_degradans,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas,12,2661,2742,1955.0,5403,45230,97.53,96.0484,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,49.25,50.75,36.18,1.03,3769.0,RS_GCF_024448505.1,True
s__Mameliella_alba--RS_GCF_900101505.1,s__Mameliella_alba,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mameliella,14,3539,3541,1893.0,7080,76272,98.6,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Mameliella,49.99,50.01,26.74,1.001,5448.0,RS_GCF_900101505.1,True
s__Acetobacter_sp012517935--GB_GCA_012517935.1,s__Acetobacter_sp012517935,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter,14,2180,1108,617.0,3288,38485,95.83,95.0,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacter,66.3,33.7,18.77,0.508,2749.0,GB_GCA_012517935.1,True
s__Comamonas_testosteroni_B--RS_GCF_000739375.1,s__Comamonas_testosteroni_B,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas,10,2873,4305,2641.0,7178,52302,97.94,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Comamonas,40.03,59.97,36.79,1.498,5230.0,RS_GCF_000739375.1,True
s__Burkholderia_vietnamiensis--RS_GCF_000959445.1,s__Burkholderia_vietnamiensis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia,130,3671,19784,9366.0,23455,806895,98.94,95.0,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,15.65,84.35,39.93,5.389,6207.0,RS_GCF_000959445.1,True
s__Achromobacter_insuavis--RS_GCF_902859645.1,s__Achromobacter_insuavis,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Achromobacter,16,3542,5376,3473.0,8918,99927,99.46,95.6014,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_C,Achromobacter,39.72,60.28,38.94,1.518,6245.0,RS_GCF_902859645.1,True
